word	sent1	sent2	group	mean	annotator1	annotator2	annotator3	annotator4	annotator5
комиссар	"В скором времени сообщество настолько увеличило число своих членов, что старосты выбрали из среды себя атамана и составили особые списки дружинников, которые и передали упомянутому ""комиссару"", а также заготовили пики, установили пароль ""Воздвиженье"" и быстро стали разносить пропаганду бунта по окрестным селам."	Московский военно-окружный суд приговорил по делу о злоупотреблениях в московском военном госпитале подполковника Захарова и <b><i>комиссара</i></b> Ильина к арестантским отделениям на один и два с половиной года.	EARLIER	3.4	4	3	3	4	3
комиссар	В те же дни происходил съезд губернаторов -- губернских <b><i>комиссаров,</i></b> местных агентов того же Авксентьева.	Зачем, вы думаете, директория, посольства и <b><i>комиссары</i></b> Я думаю, для того, чтобы ничто, с чем не согласен Малевич, не смогло поднять головы.	LATER	2.8	4	3	1	3	3
комиссар	Вместо вождя революции и <b><i>комиссара</i></b> у него всегда получается генерал, барин или интеллигент.	На другой день посетили шлюп наш и французский {Генерал-майор маркиз Монтеню.} <b><i>комиссары,</i></b> капитан адмиральского корабля, первый член Ост-Индского совета и три или четыре морских капитана с здешних военных судов.	COMPARE	3.0	1	4	4	3	3
комиссар	Вокруг них хлопочут спортивные <b><i>комиссары:</i></b> прикрепляют барографы, которые покажут весь путь парашютиста -- высоту покидания самолета, расстояние свободного падения, высоту раскрытия парашютов.	"<b><i>Комиссары</i></b> сказали на это: ""Тому статься нельзя, чтоб по смерти королевского величества быть в Польше шведскому королю; нам надобен король, который бы ходил в нашей польской ферязи, а не в немецких флюндрах, а эти нам флюндры и так придокучили""."	COMPARE	2.2	4	1	2	1	3
комиссар	"Генерал Шатилов должен был повидать Великобританского верховного <b><i>комиссара</i></b> адмирала де Робек и командующего английским оккупационным корпусом генерала Мильна, с коими и вести переговоры в духе ноты моей в ответ на предъявленный мне ультиматум, всемерно стараясь не дать англичанам возможности ""выйти из игры"", втягивая их в переговоры с большевиками и, по возможности, выигрывая время."	К счастью, не бывает ссор между торгующими, а то деревянные стены крепости и <b><i>комиссар</i></b> с малочисленным, плохо вооруженным гарнизоном не были бы в состоянии ни минуты сопротивляться многочисленной толпе воинственных чукчей.	EARLIER	2.8	4	3	3	2	2
комиссар	"Генеральный <b><i>комиссар</i></b> гос.безопасности Ежов""."	-- Узнаю прежнего <b><i>комиссара!</i></b> -- сказал он.	LATER	2.8	3	3	2	2	4
комиссар	За командующего Брянским фронтом генерал-майор Захаров Члены Военного совета Брянского фронта дивизионный <b><i>комиссар</i></b> Мазепов Зам. начальника штаба фронта полковник Сандалов Ф. 202, оп. 5, д. 6, лл. 51-54.	Что касается до скорейшего отправления со стороны Порты <b><i>комиссара</i></b> для размежевания на месте 6 округов, отторгнутых от Сербии и возвращенных оной силою VI статьи Адрианопольского договора, то в сем случае нынешнее настаивание князя Милоша весьма справедливо отменяет прежнее наставление, данное им несколько неосторожно, об отсрочке такового размежевания до весны.	COMPARE	3.4	4	2	4	3	4
комиссар	За столом сидели два головотяпских <b><i>комиссара</i></b> и Секциев.	Городской голова Шрейдер в величайшем раздражении сообщал о том, что Смольный уже посягает на права города: он назначил своих <b><i>комиссаров</i></b> в разные отделы управы.	LATER	3.2	3	3	4	2	4
комиссар	Императорские правительства российское и японское назначат каждое со своей стороны особого <b><i>комиссара,</i></b> который примет на свое попечение пленных.	19 ноября Шереметев и Мезецкий получили наказ: ехать на съезд к бискупу каменецкому с товарищами и закрепить перемирные договорные записи, боярину Федору Ивановичу ехать в Троицкий монастырь и оттуда обослаться с <b><i>комиссарами</i></b> и съездное место приговорить.	EARLIER	3.6	2	4	4	4	4
комиссар	Какой-то <b><i>комиссар</i></b> с револьвером в руках отбивал лодку от другого.	Из конюшни я опять возвратился к <b><i>комиссару;</i></b> потряс его гораздо покрепче.	COMPARE	3.8	4	4	3	4	4
комиссар	Когда вскоре после отбоя первой за вечер воздушной тревоги к Губеру пришел караульный начальник и сказал, что у ворот стоит человек по фамилии Синцов и заявляет, что он отлучился из казармы с его, Губера, увольнительной, а теперь вернулся и должен явиться к <b><i>комиссару,</i></b> Губер усмехнулся, поправил очки и сказал, чтобы этого человека пустили к нему, а заодно вызвали Малинина.	Кисель оправдывался, что комиссии нет никакой возможности спешить да и самая медленность ее полезна, потому что дает время собирать войска; Острог был взят до прибытия <b><i>комиссаров,</i></b> отнимать же город вооруженною рукою было бы несовместно с их должностию и неблагоразумно; город освобождался от козаков в силу переговоров, но польское войско своим нападением испортило все.	COMPARE	4.0	4	4	4	4	4
комиссар	Когда я возвращался из Германии в Россию, я узнал от <b><i>комиссара</i></b> Аскольдова, что дорогой, ночуя в Ново-Александровске, я разминулся с той партией германских военнопленных, с которой шел Копп.	"Керенский и Полковников еще написали: ""Ввиду незаконных действий представителей Петроградского Совета, командированных в качестве <b><i>комиссаров</i></b> частям, учреждениям и заведениям военного ведомства, приказываю: 1) всех <b><i>комиссаров</i></b> Петроградского Совета впредь до утверждения их правительственным <b><i>комиссаром</i></b> округа отстранить, 2) обо всех незаконных действиях произвести расследование для предания военному суду, 3) обо всех незаконных действиях немедленно донести мне с указанием фамилии <b><i>комиссаров.</i></b>"	LATER	3.8	4	4	4	3	4
комиссар	Командир и <b><i>комиссар</i></b> полка были довольны друг другом и первым, вместе проведенным боем.	Если о предметах сих иметь сию меру признаете нужною, покажется вам полезным истребовать и моего мнения, то собрание старейшин и совещание с ними представят вам справедливый предлог и вместе довольно времени, чтоб известить меня и получить мой ответ, вовсе не давая знать <b><i>комиссару</i></b> о вашем со мною сношении.	COMPARE	3.4	4	4	4	1	4
комиссар	Командующий 12 армией генерал-майор Галанин Член Военного совета дивизионный <b><i>комиссар</i></b> Доронин Начальник штаба 12 армии полковник Ермолаев Ф. 359, оп. 3016сс, д. 8, л. 141.	В деле возвращения или ти непосредственного действительного правительству сербскому вручения отторгнутых от Сербии, а взаимным <b><i>комиссарам</i></b> осмотренных уже и омеженных пределов.	COMPARE	2.6	4	1	4	3	1
комиссар	Командующий Брянским фронтом генерал-лейтенант Еременко Член Военного совета дивизионный <b><i>комиссар</i></b> Мазепов Врид начальника штаба фронта полковник Чехарин Ф. 202, оп. 78сс, д. 2, лл. 1, 2. Подлинник.	Начальник штаба Брянского генерал-майор Захаров Военный <b><i>комиссар</i></b> штаба фронта батальонный <b><i>комиссар</i></b> Кузнецов 13.20 30.8.41 Ф. 202, оп. 5, д. 16, л. 43.	LATER	4.0	4	4	4	4	4
комиссар	Кто тут за самого главного <b><i>комиссара</i></b> Али <b><i>комиссары</i></b> не пожелают с попом разговаривать -- Нет, почему же -- Азин вышел из толпы, протянул руку священнику.	За окном виднелась городская ветка, занятая личными поездами адмирала и высоких союзных <b><i>комиссаров.</i></b>	LATER	2.6	4	3	1	4	1
комиссар	"Литературное произведение Омнепотенского, назначавшееся в ""Новое время"", Термосёсов взял к себе, а <b><i>комиссара</i></b> Данилку представил судье Борноволокову и, изложив перед ним обиду, нанесенную Данилке дьяконом Ахиллой, заключил, что Данилка просит судью разобрать его с его обидчиком."	Депеши, получением <b><i>комиссарами</i></b> в Декабре 1851 г., посреди занятий в Зохабе, подали им полную надежду достигнуть Арарата еще до зимнего времени.	EARLIER	3.0	3	2	2	4	4
комиссар	"Между тем ранее сего, начиная с марта месяца того же года до подлежащих властей стали доходить сведения, указывавшие на существование среди крестьян Чигиринского уезда преступного сообщества, которое вскоре и было обнаружено, причем 3-го сентября, в деревне Талалаевке, был задержан сам ""комиссар Найда"", оказавшийся сыном священника Яковом Стефановичем."	"Пока я с ней хлопотал, привел полицейский Федора и <b><i>комиссар</i></b> с ним, говорит: ""Сколько мы его ни принимались сечь, не признается, видно, деньги не он украл""."	EARLIER	2.4	1	1	3	4	3
комиссар	"Многих из них знавал на воле ""комиссар смерти"" Иванов и о многих рассказывал Завалишину истории."	-- Это зачем же -- резко спросил <b><i>комиссар</i></b> школы.	LATER	1.6	1	1	1	2	3
комиссар	На Б. Фонтане убито 14 <b><i>комиссаров</i></b> и человек 30 простых евреев.	Посредники объявили от имени <b><i>комиссаров,</i></b> что они отказываются от вознаграждения за убытки, причиненные им войною, поэтому и государевым послам следует сделать также какую-нибудь уступку.	COMPARE	2.4	2	4	1	4	1
комиссар	На двадцать часов двадцать второго августа, почти у преддверия родных вод, <b><i>комиссар</i></b> Семин назначил общее собрание всей свободной от вахт и дежурств части команды для подведения научных, технических и боевых итогов похода -- исторического, прославившегося потом на весь мир похода советской подлодки через два океана.	"-- Это как же -- в ""лапки-тяпки"" -- у дивился <b><i>комиссар.</i></b>"	LATER	4.0	4	4	4	4	4
комиссар	На меня этот случай произвел очень сильное и потрясающее впечатление, я в этот же день очень сильно заболел, и мне в бреду все время мерещился страшный жид <b><i>комиссар</i></b> с окровавленными руками и двое детей.	Представьте себе, господа, я посылаю к нему <b><i>комиссара</i></b> полиции, а он только что не вытолкал его -- это из рук вон!	COMPARE	2.0	1	3	1	4	1
комиссар	Народным <b><i>комиссаром</i></b> внутренних дел Петровским одновременно разослан всем советам телеграфный приказ, которому суждено сделаться историческим и по своей терминологии и по своей санкции всякого возможного произвола.	Через несколько дней Красильников заявил Чиркину, что Совет <b><i>комиссаров</i></b> видимо потребовал от Калечаева приступления чиновников министерства к работе и что, поскольку созыв Учредительного собрания разрешен и назначен на 5 января 1918 года, дальнейшее продолжение забастовки не имеет под собой оснований.	LATER	3.8	4	4	4	3	4
комиссар	Начальник штаба генерал-майор Захаров Военный <b><i>комиссар</i></b> штаба батальонный <b><i>комиссар</i></b> Кузнецов Начальник Оперативного отдела полковник Сандалов Военный <b><i>комиссар</i></b> Оперотдела полковой <b><i>комиссар</i></b> Петров Ф. 202, оп. 5, д. 51, лл. 368-370.	<b><i>Комиссар</i></b> рассказывал, что облавами, -- нашу машину остановили ночью на шоссе, -- в городе арестовано 3 тысячи бандитов, воров и дезертиров.	LATER	4.0	4	4	4	4	4
комиссар	Но <b><i>комиссары</i></b> никак не соглашались: они хотели во что бы то ни стало кончить войну к сроку, а из этого годичного срока оставалось теперь менее пяти месяцев, и потому они решили идти прямо на Москву, отправивши туда грамоту, в которой Владислав писал, что это только советники Михаила Романова уверяют, что он идет на истребление православной веры, а у него этого и на уме нет.	"На прощанье польские <b><i>комиссары</i></b> говорили: ""Такое дело великое и славное сделалось, чего прежние государи сделать не могли; так на том бы месте, где такое великое и славное дело совершилось, где стояли шатры, для вечного воспоминанья насыпать два больших кургана и сделать на них два столпа каменных, один на московской, а другой на королевской стороне, и на тех столпах написать государские имена, также год и месяц, каким образом и посредством каких послов такое великое дело учинилось""."	EARLIER	3.8	4	3	4	4	4
комиссар	Но затем явилось другое предложение, ставшее уже европейским концертом: настоять у Порты, чтобы она отправила на место восстания своего верховного <b><i>комиссара</i></b> разбирать недоразумения и установить modus vivendi, который мог бы затушить мятеж.	Иван в глаза оскорблял его начальство -- уездного <b><i>комиссара,</i></b> начальника милиции, руководителей осташковской революции.	EARLIER	3.8	4	4	3	4	4
комиссар	Однако народ бьет его, а не <b><i>комиссаров!</i></b>	Народный <b><i>комиссар</i></b> Луначарский дал недавно интересное интервью по вопросу о возвращении эмигрантов на родину и сотрудничестве интеллигенции с властью.	LATER	2.4	2	2	1	4	3
комиссар	Оказалось, что кучер какого-то чиновника (интенданта или продовольственного <b><i>комиссара)</i></b> запряг лошадку в свою повозку и хотел уверить, что купил.	Исполняя наказ, московские послы стали говорить <b><i>комиссарам</i></b> о возвращении пушек, сказали и о тех двенадцати пушках, которые король отдал Шеину, но тот не взял изменою своему государю.	EARLIER	3.2	4	4	2	3	3
комиссар	Они немедленно освободили из тюрьмы политических заключенных, из числа которых назначили крестьянина Дмитрюка <b><i>комиссаром</i></b> города, а еврея бундовца Фридмана его помощником.	Пост гражданского <b><i>комиссара</i></b> на вторых ролях -- должность хорошая.	LATER	3.4	4	4	4	2	3
комиссар	Опека военных <b><i>комиссаров</i></b> ужасна!	По наследству передалась <b><i>комиссару</i></b> тонкость кожи, благородный цвет и чистая пигментация.	LATER	3.6	4	4	3	3	4
комиссар	"Основу своей внутренней политики он раз навеселе высказал польским <b><i>комиссарам:</i></b> ""Провинится князь, режь ему шею; провинится казак, и ему тоже -- вот будет правда""."	Путешественники подходили, жандарм отдавал пассы, <b><i>комиссар</i></b> полиции допрашивал глазами, а где находил нужным, языком -- и одобренный и найденный безопасным для империи терялся за рогаткой.	EARLIER	2.2	1	3	1	2	4
комиссар	Осталась темной и невыясненной (и, может быть, никогда уже не будет выяснена) личность злодея, в ночь на 3 февраля 1920 года убившего в поле <b><i>комиссара</i></b> Микеладзе.	"Судом божиим братья мои умерли, а мне вместо смерти наияснейший король жизнь дал и велел мне служить сыну своему, великому государю царю и великому князю Владиславу Жигимонтовичу, и я ему на том и крест целовал; если б мне не только великие <b><i>комиссары</i></b> позволили ехать в Московское государство, хотя бы и сам король позволил, то я бы его не послушал, потому что я целовал крест не ему, королю, а сыну его""."	COMPARE	1.8	2	1	2	3	1
комиссар	Ошеломленный неожиданным отпором, <b><i>комиссар,</i></b> видимо, первые минуты не знал, что предпринять, и лишь затем, спохватившись, стал звать себе на помощь стоявших на улице полицейских сержантов и агентов, которых вскоре набрался полный дом.	"В спор вступился Аллегретти и принял явно сторону польских <b><i>комиссаров,</i></b> требуя уступок от бояр; Одоевский заметил ему, что он вместо посредничества царскому делу только помешку чинит; Аллегретти осердился и говорил: ""О королевстве Польском и прежде многие государи христианские старались, и теперь у цесаря есть братья и дети, и другие арцыкняжата одной с поляками римской веры, и им не иного чего ожидать; государь, который хочет быть государем другого государства, не отнимает у него старого, но прибавляет новое""."	EARLIER	3.4	4	4	3	4	2
комиссар	По инструкции для ответственных дежурных, Мелетий имел право вскрывать срочные телеграммы -- с тем, чтобы на свою ответственность или оставлять их до утра, или сейчас же сообщать о них <b><i>комиссару</i></b> управления.	Начальник штаба Южфронта Врид Военного <b><i>комиссара</i></b> штаба ЮФ Чернявский Начальник РО штаба Южфронта Ф. 228, оп 700447, д. 4, лл. 338-340.	LATER	3.0	2	1	4	4	4
комиссар	По слухам представители иностранных финансовых групп пришли между собой к соглашению о назначении трех главных <b><i>комиссаров</i></b> для осуществления иностранного контроля над финансами Китая.	"Посланцы козацкие застали Владислава во гробе, были допущены поклониться телу и получили такой ответ от временного правительства (от 22 июля): ""Нет надобности объяснять вам совершенного вами преступления; хотя республика могла бы отомстить вам, но мы, не желая более пролития крови христианской, снисходя на вашу нижайшую и покорную просьбу, согласились назначить панов <b><i>комиссаров,</i></b> людей знатных, которые объявят вам дальнейшую волю республики."	EARLIER	3.6	4	2	4	4	4
комиссар	Полковой <b><i>комиссар</i></b> протестующе поднял руку.	Какая страшная разница, не говоря о солдатах в полном боевом вооружении, ни жандармах, ни <b><i>комиссарах</i></b> полиции с шарфами...	COMPARE	3.4	4	4	3	3	3
комиссар	Польские <b><i>комиссары</i></b> требовали, чтоб купцам их можно было торговать в Москве и в замосковных городах, но московские послы согласились только позволить им торговать в пограничных городах: что же касается до торговли в Москве и других городах, то это дело отложили до тех пор, пока польские послы будут у царя в Москве.	Термосёсов увидел, что по откосу с этой стороны быстро сбегал к народу с бумагою в руке <b><i>комиссар</i></b> Данилка.	EARLIER	3.6	2	4	4	4	4
комиссар	"После того как стали известны результаты выборов, мы передали ""Диктатуре Центрокаспия"" письменное требование освободить арестованных <b><i>комиссаров,</i></b> избранных депутатами Бакинского Совета."	, как это имеет место в (2), (3); но эта неоднозначность есть неоднозначность именно места логического акцента, и ничего больше. как неизбирательного квантора: в предложениях, где логический акцент однозначен, квантифицируемая переменная ровно одна; но даже если акцент неоднозначен, предложение имеет не двойную квантификацию, а неоднозначный смысл: каждое из пониманий характеризуется единственным акцентом. шнурки незавязанные. находилась при <b><i>комиссаре</i></b> (Лавренев). находится в состоянии натяжения вдоль поверхности.	LATER	3.2	3	4	4	1	4
комиссар	Посреднические <b><i>комиссары,</i></b> не смотря на настояния своих мусульманских товарищей, устраняли, во время пребывания своего в Багдаде, всякое совместное обсуждение этого вопроса, в той надежде, что осмотр самой местности быть может еще и приведет к полюбовному соглашению, тогда как преждевременный обмен отвлеченных мнений мог обратиться в раздражительное препирательство.	"И он упустит такой случай Устроил себе, в звании литературного (всероссийского) <b><i>комиссара,</i></b> и ""Дворец Искусств""."	EARLIER	2.8	1	3	3	3	4
комиссар	"Силу физическую должен взять человек, но ""человек"" превращается в новый фетиш ""рабочий"" (сами, сами <b><i>комиссары,</i></b> сами председатели)."	Помощник <b><i>комиссара</i></b> писал протокол.	LATER	2.6	2	3	1	3	4
комиссар	Сперва выступил <b><i>комиссар</i></b> полка.	По передаче впоследствии списков дружинников <b><i>комиссару</i></b> Найде, последний уговаривал крестьян непременно набрать к Покрову дню (1-е октября) три общества по 500 человек каждое, что, по его словам, должно было составить округ.	COMPARE	3.4	4	4	3	4	2
комиссар	Так, например, отнеслись к августовскому периоду <b><i>комиссары</i></b> Северного, и Юго-западного фронтов.	Но в следующем же году королева издала постановление, в котором протестанты получили свободу вероисповедания, исключая городов, с тем, впрочем, чтобы при их богослужении присутствовали королевские <b><i>комиссары.</i></b>	COMPARE	2.4	2	4	3	2	1
комиссар	Ты мне как-то, Иван, рассказывал про твоего <b><i>комиссара</i></b> Гымзу, -- помнишь, как он тебя послал.	-- Что вздыхаешь -- нервно спрашивает <b><i>комиссар,</i></b> не глядя на него и продолжая искать бумагу.	LATER	4.0	4	4	4	4	4
комиссар	Четыре <b><i>комиссара</i></b> определили сообща составь конвоя, долженствовавшего сопровождать их на границе; но чтобы не возбудить между пограничными племенами подозрений, что против них замышляются какие-нибудь понудительные меры, решено было ограничиться такою численностью конвоя, которая была бы только необходима как для безопасности Смешанной Комиссии, так и для поддержания ее достоинства.	Партия социалистов избрала своих <b><i>комиссаров</i></b> для поддержания порядка, который все время охранялся образцово.	EARLIER	3.4	4	4	4	2	3
комиссар	Явились польские <b><i>комиссары:</i></b> Беневский и Евлашевский.	Поводом сим имею честь уведомить, что <b><i>комиссары</i></b> турецкие, для покупки припасов съестных Портою в Банате отправленние, вместе же и подрядчики их находятся в Землине, начинают уже грузить корабли свои припасами помянутыми и давать им правление к Нижнему Дунаю.	EARLIER	3.8	4	4	3	4	4
мазь	-- В этом разе, -- говорит, -- нет тебе <b><i>мази!</i></b>	Наша, слава богу, благодаря Степановке и Василию Боткину, гостившему у нас летом, на <b><i>мази.</i></b>	COMPARE	1.4	1	1	3	1	1
мазь	-- Как дела -- спросил его Лозневой, Сысоев обтер жирные пальцы о кудлатые рыжие волосы и, подмигивая, ответил: -- Дела на <b><i>мази!</i></b>	Будучи не совсем несведущим в медицине и видав на практике, в походах, немало ран, тотчас же, как только я получил способность рассуждать разумно, я приказал выбросить все масляные <b><i>мази</i></b> из разных отвратительных составов этого жреца Эскулапа и пользовал свою рану исключительно тёплой водой, к большой тревоге Ренаты и к негодованию чёрного доктора.	COMPARE	1.0	1	1	1	1	1
мазь	-- Нюра, нас никто не слышит, -- сказал я ей, -- скажи мне, только не ври -- много ли девчат больны чесоткой Я знал, что лечить чесотку нужно серной <b><i>мазью,</i></b> но ни в нашем ВСО, ни в УВПС ее не было.	Теплый и тяжелый воздух, насыщенный больными испарениями и запахом разных <b><i>мазей,</i></b> в разных углах -- то удушливый кашель, то глухие, страдальческие стоны трудно больных; брезжущий слабый свет от единственной сальной свечи, вставленной в воду, которою наполнен длинный цилиндр жестяного подсвечника, стоящего на полу у печки и весьма напоминающего собою те подсвечники, что обыкновенно ставят над покойниками; длинные халаты словно саваны, болтающиеся на тощих фигурах, тихо бродящих по комнате, вроде каких-то теней; шепотливый говор выздоравливающих и громкая перебранка двух пьяноватых служительниц, которую из соседнего коридора гулкое эхо разносит по смежным комнатам, -- вот какою с первого раза представилась эта больничная палата грустным глазам заболевшей Маши.	COMPARE	4.0	4	4	4	4	4
мазь	-- Так-то и всегда надобно поступать с вами, сутяги, -- говорил лекарь, -- теперь и нехотя заплатишь за мои <b><i>мази</i></b> и примочки!	А когда подъ пузыремъ лежащая часть тла помертвла и почернла: то все оное мсто безъ упущеня времени надлежитъ шкарификовать, то есть, вдоль и поперекъ прорзывать, и обмаченнымъ въ крпкую (аква-фортисъ) водку, или бутирумъ антимони перомъ оное мсто помазать, а потомъ приложить корпи намазавши оную гноительною <b><i>мазью,</i></b> (унгвентумъ-дигестивумъ) прибавя къ тому нсколько нашатырю.** Посредствомъ сего помертвлая часть по краямъ отъ живаго тла отстанетъ, и по оказавшемся въ скоромъ времени загноени, совсмъ отдлится такъ, что уже легко будетъ помертвлую часть совсмъ вынять, а потомъ рану обыкновеннымъ образомъ залчить.	EARLIER	3.8	4	4	3	4	4
мазь	-- Э, батюшка, нам с вами вдвоем всего на свой лад не переделать! -- отвечает мне тот же изобретатель растительной <b><i>мази,</i></b> -- а вот лучше выпьем-ка водочки, закусим селедочкой да сыграем пулечку в вистик: печаль-то как рукой снимет!	Но время исцеляет все скорби, прикладывая к ним спасительную <b><i>мазь</i></b> забвения.	EARLIER	2.8	1	4	4	1	4
мазь	2 п. Эти средства приготовляются в виде тинктур, эссенций, экстрактов, капель, порошков, таблеток, сахарных насыщаемых лекарством пилюль, таких же крупинок (шариков), <b><i>мазей,</i></b> линиментов, пластырей, суппозиторий, глобул, бацилл, вспрыскиваний, примочек, промываний и присыпок.	У Растеряева берут на больницу но 1 к, с заработного рубля в месяц, всего в год, по вычислению рабочих, не меньше 4.500 р., и выдают за эти деньги из больницы касторовое масло, порошок от кашля, <b><i>мазь</i></b> и какой-то пудельдох.	EARLIER	4.0	4	4	4	4	4
мазь	"А Алексей вытащит А может быть, Алексей все-таки вытащит"" В медицинском отсеке Моллар, дыша носом от боли, <b><i>мазался</i></b> жирной таниновой <b><i>мазью.</i></b>"	-- Давайте потрите себе шею змеиной <b><i>мазью!</i></b>	LATER	3.8	4	4	3	4	4
мазь	Больная женщина приняла всю <b><i>мазь</i></b> эту сразу внутрь; рвота и ужасные колики не замедлили явиться; она страдала ужасно.	В начальной стадии воспаления желез очень хорошо действуют втирания серой ртутной <b><i>мази,</i></b> примененные вовремя, эти втирания нередко обрывают воспаление, не доводя его до нагноения.	EARLIER	4.0	4	4	4	4	4
мазь	Брать с собой необходимо запасные туфли, носки, свитер, а кроме того походную аптечку и ремонтные принадлежности (иголки, булавки, запасную <b><i>мазь</i></b> для лыж, немного белой жести, проволоки, гвоздиков, молоточек, стамеску, отвертку, нож).	Перед ним стояли на столе две миски с какими-то жидкостями и целая коробка с <b><i>мазями,</i></b> красками, волосами и бородами.	LATER	2.8	2	3	4	2	3
мазь	В жгуче суженном до размера точки кружочке фокуса появился седой дымок -- как будто бы где-то далеко в степи загорелась сухая скирда соломы, -- и Бунин стал курить, подставив под папиросу знакомую пепельницу, которая на этот раз показалась мне не так ярко начищенной самоварной <b><i>мазью,</i></b> как в былые дни.	Жид стонал, корчился от боли, потому что <b><i>мазь</i></b> была едкая.	LATER	2.8	4	3	3	2	2
мазь	В общем прологе оба характеризованы больше внешним образом: у экзекутора лицо все в угрях и красных пятнах, которые невозможно было вывести никакими <b><i>мазями</i></b> и снадобьями, а у минорита (он называется Frere, в отличие от важного бенедиктинца -- Monk) затылок был бел, как лилия; рассказывается об их одеждах и наружных повадках.	В один миг один схватывает его за волосы, а другой приготовленной заранее щеткою с ваксой или копытною <b><i>мазью</i></b> мажет злосчастному франту лицо, потом вскакивают в тройки и только их и видели.	COMPARE	3.2	4	4	1	3	4
мазь	В одном случае картина отравления получилась у грудного ребенка 11 месяцев, мать которого страдала экземой грудной железы и лечилась свинцовой <b><i>мазью.</i></b>	"Он говорил: ""Дайте-ка мне ту <b><i>мазь,</i></b> что мне в прошлом году доктор Вассерквелле в Киссингене прописал, когда я устрицами объелся."	LATER	4.0	4	4	4	4	4
мазь	Вечером пришёл Митрофанов и прописал мне какую-то <b><i>мазь.</i></b>	Рената спала спокойно на своей высокой кровати, и не было вокруг никаких признаков, чтобы она провела эту ночь, подобно мне, как не было и запаха <b><i>мази,</i></b> который показывал бы, что она тоже прибегала к магическим натираниям.	EARLIER	3.8	4	4	4	4	3
